DESDE;A PARTIR DAQUELE
INFORMACAO;CONTEÚDO INFORMATIVO
RESOLUCAO;DECRETAÇÃO
PENDENCIA;FALTA DE
PONDERA;ABSTRAI-SE DIANTE DE
TEMOR;MEDO DE
TAMANHA;ABSURDA
TIVERA;PERMANECERA
CONSUMO;USO
CONSUMIDO;USADO
CONSUMACAO;CERTEZA DE
CONDUZINDO;DIRIGINDO-SE
REDUCAO;GRADATIVA DIMINUIÇÃO
PROBLEMA;DILEMA
PROBLEMATICA;DIFICULDADE
DIFICULDADE;DILEMA
DELIMITACAO;LIMITAÇÃO DERIVADA DE
IMPEDE;SE POSICIONE CONTRA
APARECE;SURGE DIANTE DO
COMPARA;ASSEMELHA
ELUCIDA;RESOLVE PRONTAMENTE
INVENTA;CRIA-SE 
INOVA;CRIA ALGO NOVO
INOVACAO;NOVIDADE
NOVIDADE;INOVAÇÃO
INTERMEDIO;POR MEIO DE
FUNDAMENTAL;IMPRESCINDÍVEL
IMPORTANTE;VALORIZADO
RELEVANTE;DE FUNDAMENTAL IMPORTÂNCIA DIANTE DE
POSICIONAMENTO;ANALÍTICO
NUMERO;QUANTIDADE
QUALIDADE;SUPERIORIDADE 
QUANTIDADE;VULTO
COMUM;SIMPLES
SIMPLES;COMUM
ENTRE;NO MEIO DE
ANTES;ANTERIORMENTE
ANTERIORMENTE;ANTES
AMPLO;ENORME
ENORME;GRANDE
GRANDE;AMPLO
NOVO;RECÉM CHEGADO
CHEGOU;VEIO
SABER;SAPIÊNCIA 
EIVADO;MACULADO
PARA;ATÉ A
PELO;ATRAVÉS DO
PELA;ATRAVÉS DA
NINGUEM;NENHUM DOS
ALGUEM;QUALQUER UM
ALGO;QUALQUER CATEGORIA 
EVITAR;AFASTAR-SE DE
COMBINADO;DISCUTIDO
ENTENDIDO;EXPLICADO
HAVER;TER
MANTER;SEGURAR
SEGURO;PROTEGIDO
PROTEGIDO;SEGURO
MANTIDO;SEGURADO
OPORTUNIDADE;MOMENTO DE
OPORTUNO;CABÍVEL DE
SERVE;SACIA
OBSERVA;ENTENDE
CONTROLA;COMANDA
COMANDO;CONTROLE
COMANDA;CONTROLA
AGE;FAZ
FAZ;REALIZA
REALIZA;OPERA
OPERA;TRABALHA-SE
FORMA;JEITO
CAUSA;CONSEQUÊNCIA
CONSEQUÊNCIA;CAUSA
MEDO;TEMOR
BUSCA;PROCURA
PROCURA;BUSCA POR
VENCE;CHEGA LÁ
EXPLORACAO;AÇÃO EXPLORADORA
EXPLICA;ENSINA
ENSINA;INFORMA
EXPLICACAO;AULA SOBRE
CONDUZIR;DIRECIONAR
DIRECIONA;CONDUZ A
MANTEM;SEGURA
SEGURA;MANTÉM
OPERA;FAZ
DISCUSSAO;ANÁLISE
COMPREENDENDO;ENTENDENDO
COMPREENSAO;ENTENDIMENTO DE
PESA;PONDERA
RIQUEZA;OSTENTAÇÃO
LIBERDADE;LIVRE DE
ACONTECE;OCORRE EM
OCORRENTE;DECORRENTE
SENDO;POIS
CONTUDO;TODAVIA
CONDICAO;REALIDADE
CONTROLE;PODER
PODER;CONTROLE/PODER
NECESSITA-SE;REQUERE
DEMAIS;MUITO ALÉM DE
QUANDO;NO MOMENTO DE
CONDICOES;CONDICIONANTES
PERMANENTE;CONSTANTE
CONSTANTE;PERMANENTE
MANEIRA;FORMA
MODO;MANEIRA
PARTE;PEDAÇO
PEDACO;PARTE DE
PROPOE;QUESTIONA-SE
ESCOLHA;DECISÃO
DECISAO;ESCOLHA
RECORRE;INTERCEDE
FACIL;NÃO É DIFÍCIL
DIFICIL;NÃO É SIMPLES
VALOR;RIQUEZA
RIQUEZA;VALORES
APARENTEMENTE;COM PERTINÊNCIA
COMUNICACAO;DIÁLOGO
DIALOGO;COMUNICAÇÃO
DOENCA;ENFERMIDADE
ENFERMIDADE;MOLÉSTIA
FAZER;CONSTUIR DESTA FORMA
AMAR;AGRADAR
ESTAR;PERMANECER ASSIM
VER;VERIFICAR ADIANTE
VIR;CHEGAR DESTA FORMA
TER;POSSUIR DESTA FORMA
PODER;EMPODERAR DIANTE DE
DAR;OFERECER A
HAVER;ESTAR, DESTA FORMA, 
PARTIR;IR ADIANTE
COMER;DEGUSTAR, DESTA FORMA
PÔR;COLOCAR SOB
ESTUDAR;CONHECER MAIS SOB
FALAR;DESCREVER A RESPEITO
DIZER;DESCREVER SOB
SAIR;DESOCUPAR-SE DE
QUERER;DESEJAR DESTA FORMA
TRAZER;BUSCAR DE
VENDER;OFERTAR ISSO
CORRER;PERCORRER DE FORMA QUE,
LER;ABSTRAIR NESSA LEITURA,
BEBER;DEGLUTIR
SABER;ENCARAR DIANTE DAS CIRCUNSTÂNCIAS,
SENTIR;AFERIR SENTIMENTO A
ANDAR;CAMINHAR AO ENCONTRO DE
ESCREVER;DESCREVER DESTA FORMA,
AGIR;ATUAR NESTE SENTIDO,
OUVIR;ESCUTAR DE ACORDO COM
GOSTAR;TER GOSTO POR
PEDIR;REQUERER DE TAL FORMA,
CORRIGIR;REFAZER TAL QUE
CHEGAR;RESULTAR DENTRO DE
JOGAR;LARGAR, TAL QUE,
CABER;SUPORTAR ENQUANTO
FICAR;PERMANECER DIANTE DE
RECEBER;ACOLHER ASSIM,
PENSAR;REFLETIR DE ACORDO COM
ABRIR;ESCANCARAR DEVOTAMENTE
CHAMAR;IMPOR ATENÇÃO DE
MANTER;SUPORTAR, MESMO DIANTE DE
CRER;ACREDITAR
EXPOR;COLOCAR EM XEQUE
ENCONTRAR;SUBTRAIR O ENCONTRO DE
VIVER;SOBREVIVER, NESTE LAPSO
CONSEGUIR;VENCER DE TAL FORMA QUE
APRENDER;DESENVOLVER APRENDIZADO
LEMBRAR;RELEMBRAR QUE
COMECAR;DAR-SE INICIO A
PERDER;ATRIBUIR PERDA A 
CONHECER;DAR-SE A CONHECER
INTERVIR;REALIZAR INTERVENÇÃO A
DIVIDIR;EQUACIONAR DE TAL FORMA
USAR;UTILIZAR NO SENTIDO DE
TRABALHAR;DESENROLAR ATIVIDADE DE
SUBIR;EVOLUIR NO SENTIDO DE 
LEVAR;CONDUZIR A
DEVER;OBRIGAÇÃO DE
DIRIGIR;CONDUZIR NESSA FORMA
REAVER;REENCONTRAR PARA
ENTENDER;TER ENTENDIMENTO
PASSAR;ENTREGAR ADIANTE
PROTEGER;DAR PROTEÇÃO A
COMPOR;DAR COMPOSIÇÃO A
ACHAR;ENCONTRAR FINALMENTE
PARAR;CHEGAR AO FIM DE
OLHAR;ANALISE DE TAL FORMA QUE
ASSISTIR;PRESTAR A
SEGUIR;CAMINHAR JUNTO DE
DEIXAR;LARGAR DE TAL FORMA QUE
FUGIR;DAR-SE FUGA
PRECISAR;NECESSITAR DE
CUMPRIR;DAR CUMPRIMENTO A
COLOCAR;POR SOB
MEDIR;REALIZAR MEDIDA DE
ACORDAR;RECONHECER
IMPRIMIR;COLOCAR NO PAPEL
CONVERSAR;DIALOGAR SINCERAMENTE
ESQUECER;NÃO LEMBRAR DE QUE
FINGIR;EM FINGIMENTO
PROCURAR;EM PROCURA DE
MEXER;EM MOVIMENTO
DESEJAR;EM DESEJO DE
ESPERAR;EM ESPERA DE
VALER;TER VALOR DE
MANDAR;ESTABELECER ONDEM DE
ATENDER;DAR-SE ATENDIMENTO A
PARTICIPAR;TER PARTICIPAÇÃO EM
ACONTECER;TER ACONTECIMENTO EM
FECHAR;CERRAR 
ENTRAR;ADENTRAR DIANTE
PROVER;DAR PROVIMENTO A
DESISTIR;OFERECER DESISTENCIA
POSSUIR;TER NO CONTROLE
CONTINUAR;PERMANECER DIANTE DE
AJUDAR;SOCORRER A
TOMAR;AFERIR POSSE A
MUDAR;REALIZAR MUDANÇA DIANTE DE
ACABAR;ENCERRAR TUDO COM
REQUERER;DAR REQUERIMENTO A
BUSCAR;EMPREENDER BUSCA A
CONVIDAR;EMITIR CONVITE A
PROPOR;NEGOCIAR COM
ADQUIRIR;RECEBER DE
ESCOLHER;CABER UMA ESCOLHA DIANTE DE
EXISTIR;DAR EXIXTENCIA DE
ENCHER;ABSORVER AO
PREFERIR;DAR PREFERENCIA A
REALIZAR;ENCERRAR A ATIVIDADE DE 
DECIDIR;EMITIR DECISÃO DIANTE DO
EXCLUIR;CAUSAR EXCLUSÃO DE
PERMITIR;EMITIR A DEVIDA PERMISSÃO
CONTER;TER EM VIRTUDE DE
DESCOBRIR;CONHECER OPORTUNAMENTE 
APRESENTAR;DISCORRER EM SEGUINTE
SERVIR;OFERECER PRESTATIVIDADE
VENCER;OBTER VITÓRIA DIANTE DE
INFORMAR;DAR INFORMAÇÃO ODE
PARECER;ESTABELECER SEMELHANÇA 
CONSTRUIR;EDIFICAR O/A
TORNAR;TRANSFORMAR ADIANTE
LEVANTAR;SUPOR DIANTE DAS HIPÓTESES
RESPEITAR;OFERECER RESPEITO
APROVEITAR;DESFRUTAR DE
PRECAVER;ESTAR PRECAVIDO DIANTE DE
ENSINAR;LECIONAR AO
PERMANECER;CONTINUAR DESTA FORMA
REPETIR;REALOCAR NOVAMENTE
SURGIR;APARECER DE REPENTE
CRESCER;DESENVOLVER-SE
DISCUTIR;EIVAR DISCUSSÃO
APARECER;CHEGAR DE REPENTE
MOSTRAR;DAR AMOSTRA DE
REVER;VERIFICAR EM OUTRA OPORTUNIDADE
ENCAMINHAR;DAR ENCAMINHAMENTO DE
RESPONDER;OFERECER RESPOSTA A
ENTREGAR;REALIZAR A ENTREGA DE
CEDER;RECONHECER QUE
ENVIAR;LEVAR DE MODO QUE
TIRAR;SUBTRAI ISSO
INGERIR;SUBTRAIR 
REPOR;RECOLOCAR DIANTE DE
COMPREENDER;ENTENDER QUE
OFERECER;OFERTAR DIANTE
PERGUNTAR;OFERECER PERGUNTA A 
SALVAR;OFERTAR SALVAÇÃO A
ACEITAR;PERMITIR QUE
TERMINAR;CONCLUIR ADIANTE
ADEQUAR;DAR CONFORMIDADE A
MERECER;TER MERECIMENTO DE
PERCEBER;ACEITAR COMO
EXERCER;TER DIANTE DA SITUAÇÃO,
ADERIR;FAZER ADESÃO AO
COMPARTILHAR;PARTILHAR COMUMENTE
PRENDER;SUPRIMIR A
ATRAIR;ESTABELECER ATRAÇÃO DE
GARANTIR;REQUERER GARANTIA
OBSERVAR;OLHAR ATENTAMENTE
INICIAR;DAR INICIO A
RETER;OBSTER A 
ANALISAR;CONCLUIR ANALITICAMENTE QUE
ACREDITAR;DAR CREDITO A
INCLUIR;DAR INCLUSÃO A
PROVIR;DAR PROVIMENTO A 
ACOMPANHAR;FICAR PERTO DE
CRIAR;FOMENTAR NOVAS
RESOLVER;CONCLUIR DIANTE DA SITUAÇÃO QUE,
OCORRER;NA OCORRÊNCIA DE
SATISFAZER;DAR SUPRIMENTO A
ALCANCAR;TER ALCANCE DE
ARRUMAR;AJEITAR DE TAL FORMA
CONVIR;SER CONVENIENTE QUE
IMPOR;COLOCAR OBRIGATORIAMENTE QUE
OBTER;RECEBER DE
REFLETIR;FAZER REFLEXÃO DE
CONFUNDIR;ERRAR COM
INDICAR;OFERECER INDICAÇÃO QUE
PRODUZIR;REALIZAR DIANTE DE
EXPRESSAR;EXPOR DIANTE DE
INSISTIR;CONTINUAR INSISTINDO 
DEFENDER;ARGUMENTAR DIANTE DISSO
COMPARECER;CHEGAR EM
CONSIDERAR;PERCEBER QUE
EMITIR;OFERTAR PARECER DIANTE DE
PREPARAR;FAZER ANTECIPADAMENTE
SEPARAR;DISTINGUIR DIANTE DE
CONDUZIR;LEVAR ADIANTE 
EXPLICAR;DESCREVER MINUCIOSAMENTE
SUPOR;COLOCAR EM ARGUMENTAÇÃO QUE
LUTAR;RELUTAR DIANTE DE
ENGANAR;OFERECER ENGANO
APROXIMAR;ESTAR PRÓXIMO A
OBEDECER;TER OBEDIÊNCIA A 
UNIR;UNIR A
ABRACAR;PEGAR FORTE
DESENVOLVER;DESEMPENHAR BEM
PROMETER;RESPONSABILIZAR-SE 
CONQUISTAR;CHEGAR NO FINAL
RECONHECER;ACEITAR
DIMINUIR;SUBTRAIR MINIMAMENTE
PROPORCIONAR;COLOCAR A DISPOSIÇÃO DE
FALTAR;TER-SE EM FALTA
ATINGIR;CONQUISTAR
PERSEGUIR;CORRER ATRÁS DE 
EVITAR;AFASTAR-SE DE
APLICAR;COLOCAR PAUTA
PRETENDER;TER PRETENSÃO DE
DISTINGUIR;SEPARAR DIANTE DE
UTILIZAR;DAR-SE UTILIDADE A
SURPREENDER;CHOCAR A
DEMORAR;FAZER TARDIAMENTE
CONCORDAR;SER OBEDIENTE A
CONTRIBUIR;OFERECER CONTRIBUIÇÃO A
CAUSAR;REFLETIR DE TAL FORMA QUE
APOIAR;PRESTAR ASSISTÊNCIA A 
SUGERIR;EMITIR PARECER EM
OPTAR;DECIDIR DIANTE DE
EXTRAIR;RETIRAR DE
EXIGIR;REQUERER DIANTE DE
TRANSFORMAR;FAZER NOVAMENTE
DEVOLVER;RECOLOCAR A/O
GASTAR;CONSUMIR ASSIM,
TRATAR;DAR TRATAMENTO DE
PROVAR;DAR-SE PROVA DE
CONFIRMAR;DAR CONFIRMAÇÃO A
COMPETIR;DISPUTAR O
ATRAVESSAR;PASSAR POR
PRATICAR;TER PRÁXIS EM
OPOR;FOMENTAR OPOSIÇÃO A
ACOSTUMAR;NATURALIZAR-SE A
IGNORAR;NÃO SE LEVAR EM CONTA QUE
REPRESENTAR;PROCESSAR OS
ASSUMIR;ACEITAR QUE
COMUNICAR;FALAR A TODOS QUE
SEGURAR;AGUENTAR A
SUBSTITUIR;TROCAR-SE POR
CONFIAR;ESTABELECER CONFIANÇA
MEDIAR;REALIZAR MEDIAÇÃO
CONSTITUIR;FORMA-SE DE
PUNIR;IMPOR PUNIÇÃO
ARRANJAR;CONSEGUIR
DEFINIR;TER DE DEFINIÇÃO QUE
CONSUMIR;ABSORVER
Embora;Entre@ta@nto@
No entanto;Pa@ra@ ta@nto@
Todavia;Assi@m
Contudo;Ou@tro@ssi@m
Apesar;Uma@ ve@z qu@e@ 
Deixar;Aba@ndo@na@r
Busca;Pe@rse@gu@i@ção@
Como;Co@nfo@rme@
Condicao;No@ co@ndi@ci@o@na@me@nto@ de@
Conformidade;Na@ a@de@qu@a@ção@ 
Acontece;Oco@rre@
Alinhar;Endi@re@i@ta@r
Alinhamento;Co@ndu@ta@
Apresentar;Mo@stra@r 
A proposito;Assi@m po@r di@a@nte@
Havia;Ti@nha@
Ha;Te@m
Haver;Co@nte@r
Haverao;Te@rão@ 
Havido;Te@ndo@ si@do@
Busca;Pro@cu@ra@
Conter;Po@ssu@i@r
Crescer;Au@me@nta@r
Aumento;Cre@sci@me@nto@
Desta;Ne@ssa@
Daquela;Na@qu@e@la@ 
De acordo com;Em co@nfo@rmi@da@de@ co@m
De modo que;De@ pra@xe@ qu@e@
Alias;Ou@tro@ssi@m
Alem;De@po@i@s 
Adequar;Re@fa@ze@r
Adequacao;To@rna@r a@de@qu@a@do@ a@
Atencao;Vi@slu@mbre@
Afazer;Ta@re@fa@ 
Adiante;Em di@a@nte@
Atrasado;De@po@i@s da@ ho@ra@
Adiantado;Ante@ci@pa@da@me@nte@ 
Administracao;Espa@nto@
Antes;Anti@ga@me@nte@
Aceito;Co@nco@rda@do@
Antecipadamente;Pre@vi@a@me@nte@
Acontecer;Tra@nsco@rre@r
Adoecer;Fi@ca@r do@e@nte@
Organizar;Da@r o@rga@ni@za@ção@ 
Obedece;Te@m o@be@di@ênci@a@ a@ 
Calar;Fe@cha@r a@ bo@ca@
Controlar;Exe@rce@r o@ co@ntro@le@ de@ 
Situacao;Oca@si@ão@ 
Sentir;Te@r se@nti@me@nto@ a@
Sofrer;Pe@na@r
Abastecer;Enche@r
Algum;Um qu@a@lqu@e@r
Algo;Qu@a@lqu@e@r co@i@sa@
Alguma;Da@lgu@ns
Apelar;Fa@ze@r a@pe@la@ção@ a@
Admirar;Te@r a@dmi@ra@ção@ a@
Admirado;Espa@nta@do@
Assimilar;Su@btra@i@r
Assimilacao;Su@btra@ção@ 
Assessorar;Aju@da@r 
Aceitar;Da@r a@ce@i@ta@ção@
Condicionar;Da@r co@ndi@ção@ a@
Construcao;Edi@fi@ca@ção@ 
Certeza;Afi@rma@ti@va@
Conhecer;Pe@rce@be@r 
Clamar;Pe@di@r
Chamar;Invo@ca@r
Chamada;Invo@ca@ção@ 
Considera;Ate@nta@
Consideracao;Pe@rti@nênci@a@
Comunicar;Anu@nci@a@r qu@e@
Comunicacao;Vi@ncu@la@ção@ 
Chegada;Vi@nda@
Cheio;Re@ple@to@
Completo;Ce@rto@
Completar;Te@rmi@na@r 
Concentrar;Vi@sa@r
Conceber;Da@r ca@bo@
Com certeza;Ce@rta@me@nte@ qu@e@ 
Clareza;Ce@rto@ e@nte@ndi@me@nto@
O conceito;A pre@mi@ssa@ i@ni@ci@a@l 
Certo;Co@ndi@ci@o@na@nte@ qu@e@
Correto;Fi@de@di@gno@ 
Controle;Admi@ni@stra@ção@ de@
Caber;Esta@be@le@ce@r 
Cabe;Po@rta@nto@ ca@be@
Camada;Esta@me@nro@
Concentrar;Ate@nde@r
Concentracao;Agru@pa@me@nto@ 
Concentrado;Agru@pa@do@
Contentamento;Ale@gri@a@
Calar;Si@le@nci@a@r
Dar;Ofe@rta@r
Emquanto;Co@nqu@a@nto@
Considera-se;Su@bsta@nci@a@lme@nte@
Permite-se;É ca@bíve@l
Efetivo;Co@nsta@nte@ 
Entende-se;Co@mpre@e@nde@ -se@
Entendido;Co@mpre@e@ndi@do@
Entendimento;Co@mpre@e@nsão@ 
Escrita;Su@bscri@ta@
Evindente;Cla@ro@
Evidencia;Cla@re@za@
Evidentemente;Ce@rta@me@nte@
Entende;Co@mpre@e@nde@
Entende-se;Co@mpre@e@nde@ -se@
Extende-se;De@slo@ca@-se@
Elenco;Ro@l
Categoria;Cla@ssi@fi@ca@ção@ 
é facil;Fa@ci@lme@nte@ o@bse@rváve@l qu@e@
é dificil;Di@fi@ci@lme@nte@ o@co@rre@
é possivel;Po@ssi@ve@lme@nte@ o@co@rre@
é previsivel;É o@bse@rváve@l qu@e@
é comum;É na@tu@ra@l qu@e@
é feito;É re@a@li@záve@l
é simples;É fa@ci@lme@nte@ o@bse@rváve@l qu@e@
é simplesmente;É fa@ci@lme@nte@ 
é notavel;No@ta@ve@lme@nte@
Observa-se;Co@nsta@ta@-se@
é compreensivel;É o@bse@rva@do@ qu@e@
é impossivel;É i@nco@mpre@e@nsíve@l qu@e@
Em suma;Su@ma@ri@a@me@nte@
Diante de;Em fre@nte@ a@o@
Diante do;De@ fro@nte@ a@o@
Diante das;Em po@si@ci@o@na@me@nto@ às
Execucao;Re@a@li@za@ção@ 
Fase;Eta@pa@ 
Foco;Azi@mu@te@
Forte;Su@bsta@nci@a@l
Fraco;Insu@ste@ntáve@l 
Fortemente;Su@bsta@nci@a@lme@nte@
Fortalecimento;Engra@nde@ci@me@nto@
Fortalecido;Engra@nde@ci@do@
Felicidade;Enca@nta@me@nto@
Franqueza;Si@nce@ri@da@de@
Francamente;Si@nce@ra@me@nte@
Facilidade;Si@mpli@ci@da@de@
Forcar;Empu@rra@r
Em frente;Em va@ngu@a@rda@
Firme;Ina@ba@láve@l 
Firmemente;Fo@rte@me@nte@
Planejado;Pro@gra@ma@do@
Parecer;Se@r se@me@lha@nte@
Parece;Se@me@lha@nte@
Porque;Po@i@s 
Preciso;Ne@ce@ssi@to@
Percebe-se;De@no@ta@-se@
Precisa-se;Re@qu@e@re@-se@
Interessada;Afi@m
Interesse;Afi@nca@me@nte@ a@nsi@o@so@
Ocasiao;Opo@rtu@ni@da@de@ de@
Entendemos;Co@mpre@e@nde@mo@s qu@e@
Presumir;Pre@su@mi@rmo@s qu@e@
Atualiza;De@i@xa@ cla@ro@ qu@e@
Revisao;Re@le@i@tu@ra@ de@
Rever;Ve@ri@fi@ca@ção@ no@va@
Entende;Su@be@nte@nde@
Permanece;Fi@ca@
Ocasiona;Pe@rmi@te@ qu@e@
Funciona;Se@rve@ pa@ra@
Conduz;Le@va@ a@
Merece;Te@m me@re@ci@me@nto@ de@
Carece;Ne@ce@ssi@ta@ de@
Interpreta;Fi@nge@-se@
Partilha;Co@la@bo@ra@-se@
Colabora;Ofe@re@ce@ a@ju@da@
Colaboracao;Ação@ i@nte@gra@do@ra@ de@
Teorica;Em te@o@ri@a@
Manutencao;Co@nce@rto@ de@
Trabalho;La@bo@r
Resume;Si@nte@ti@za@-se@
Impede;Su@ste@nta@ o@
Aparece;Su@rge@ a@di@a@nte@
Parece;Asse@me@lha@-se@ a@
Desde;A pa@rti@r da@qu@e@le@
Informacao;Co@nte@údo@ i@nfo@rma@ti@vo@
Resolucao;De@cre@ta@ção@
Pendencia;Fa@lta@ de@
Pondera;Abstra@i@-se@ di@a@nte@ de@
Temor;Me@do@ de@
Tamanha;Absu@rda@
Tivera;Pe@rma@ne@ce@ra@
Consumo;Uso@
Consumido;Usa@do@
Consumacao;Ce@rte@za@ de@
Conduzindo;Di@ri@gi@ndo@-se@
Reducao;Gra@da@ti@va@ di@mi@nu@i@ção@
Problema;Di@le@ma@
Problematica;Di@fi@cu@lda@de@
Dificuldade;Di@le@ma@
Delimitacao;Li@mi@ta@ção@ de@ri@va@da@ de@
Impede;Se@ po@si@ci@o@ne@ co@ntra@
Aparece;Su@rge@ di@a@nte@ do@
Compara;Asse@me@lha@
Elucida;Re@so@lve@ pro@nta@me@nte@
Inventa;Cri@a@-se@ 
Inova;Cri@a@ a@lgo@ no@vo@
Inovacao;No@vi@da@de@
Novidade;Ino@va@ção@
Intermedio;Po@r me@i@o@ de@
Fundamental;Impre@sci@ndíve@l
Importante;Va@lo@ri@za@do@
Relevante;De@ fu@nda@me@nta@l i@mpo@rtânci@a@ di@a@nte@ de@
Posicionamento;Ana@líti@co@
Numero;Qu@a@nti@da@de@
Qualidade;Su@pe@ri@o@ri@da@de@ 
Quantidade;Vu@lto@
Comum;Si@mple@s
Simples;Co@mu@m
Entre;No@ me@i@o@ de@
Antes;Ante@ri@o@rme@nte@
Anteriormente;Ante@s
Amplo;Eno@rme@
Enorme;Gra@nde@
Grande;Amplo@
Novo;Re@cém che@ga@do@
Chegou;Ve@i@o@
Saber;Sa@pi@ênci@a@ 
Eivado;Ma@cu@la@do@
Para;Até a@
Pelo;Atra@vés do@
Pela;Atra@vés da@
Ninguem;Ne@nhu@m do@s
Alguem;Qu@a@lqu@e@r u@m
Algo;Qu@a@lqu@e@r ca@te@go@ri@a@ 
Evitar;Afa@sta@r-se@ de@
Combinado;Di@scu@ti@do@
Entendido;Expli@ca@do@
Haver;Te@r
Manter;Se@gu@ra@r
Seguro;Pro@te@gi@do@
Protegido;Se@gu@ro@
Mantido;Se@gu@ra@do@
Oportunidade;Mo@me@nto@ de@
Oportuno;Ca@bíve@l de@
Serve;Sa@ci@a@
Observa;Ente@nde@
Controla;Co@ma@nda@
Comando;Co@ntro@le@
Comanda;Co@ntro@la@
Age;Fa@z
Faz;Re@a@li@za@
Realiza;Ope@ra@
Opera;Tra@ba@lha@-se@
Forma;Je@i@to@
Causa;Co@nse@qu@ênci@a@
Consequência;Ca@u@sa@
Medo;Te@mo@r
Busca;Pro@cu@ra@
Procura;Bu@sca@ po@r
Vence;Che@ga@ lá
Exploracao;Ação@ e@xplo@ra@do@ra@
Explica;Ensi@na@
Ensina;Info@rma@
Explicacao;Au@la@ so@bre@
Conduzir;Di@re@ci@o@na@r
Direciona;Co@ndu@z a@
Mantem;Se@gu@ra@
Segura;Ma@ntém
Opera;Fa@z
Discussao;Análi@se@
Compreendendo;Ente@nde@ndo@
Compreensao;Ente@ndi@me@nto@ de@
Pesa;Po@nde@ra@
Riqueza;Oste@nta@ção@
Liberdade;Li@vre@ de@
Acontece;Oco@rre@ e@m
Ocorrente;De@co@rre@nte@
Sendo;Po@i@s
Contudo;To@da@vi@a@
Condicao;Re@a@li@da@de@
Controle;Po@de@r
Poder;Co@ntro@le@/po@de@r
Necessita-se;Re@qu@e@re@
Demais;Mu@i@to@ a@lém de@
Quando;No@ mo@me@nto@ de@
Condicoes;Co@ndi@ci@o@na@nte@s
Permanente;Co@nsta@nte@
Constante;Pe@rma@ne@nte@
Maneira;Fo@rma@
Modo;Ma@ne@i@ra@
Parte;Pe@da@ço@
Pedaco;Pa@rte@ de@
Propoe;Qu@e@sti@o@na@-se@
Escolha;De@ci@são@
Decisao;Esco@lha@
Recorre;Inte@rce@de@
Facil;Não@ é di@fíci@l
Dificil;Não@ é si@mple@s
Valor;Ri@qu@e@za@
Riqueza;Va@lo@re@s
Aparentemente;Co@m pe@rti@nênci@a@
Comunicacao;Di@álo@go@
Dialogo;Co@mu@ni@ca@ção@
Doenca;Enfe@rmi@da@de@
Enfermidade;Mo@lésti@a@
Fazer;Co@nstu@i@r de@sta@ fo@rma@
Amar;Agra@da@r
Estar;Pe@rma@ne@ce@r a@ssi@m
Ver;Ve@ri@fi@ca@r a@di@a@nte@
Vir;Che@ga@r de@sta@ fo@rma@
Ter;Po@ssu@i@r de@sta@ fo@rma@
Poder;Empo@de@ra@r di@a@nte@ de@
Dar;Ofe@re@ce@r a@
Haver;Esta@r, de@sta@ fo@rma@, 
Partir;Ir a@di@a@nte@
Comer;De@gu@sta@r, de@sta@ fo@rma@
Pôr;Co@lo@ca@r so@b
Estudar;Co@nhe@ce@r ma@i@s so@b
Falar;De@scre@ve@r a@ re@spe@i@to@
Dizer;De@scre@ve@r so@b
Sair;De@so@cu@pa@r-se@ de@
Querer;De@se@ja@r de@sta@ fo@rma@
Trazer;Bu@sca@r de@
Vender;Ofe@rta@r i@sso@
Correr;Pe@rco@rre@r de@ fo@rma@ qu@e@,
Ler;Abstra@i@r ne@ssa@ le@i@tu@ra@,
Beber;De@glu@ti@r
Saber;Enca@ra@r di@a@nte@ da@s ci@rcu@nstânci@a@s,
Sentir;Afe@ri@r se@nti@me@nto@ a@
Andar;Ca@mi@nha@r a@o@ e@nco@ntro@ de@
Escrever;De@scre@ve@r de@sta@ fo@rma@,
Agir;Atu@a@r ne@ste@ se@nti@do@,
Ouvir;Escu@ta@r de@ a@co@rdo@ co@m
Gostar;Te@r go@sto@ po@r
Pedir;Re@qu@e@re@r de@ ta@l fo@rma@,
Corrigir;Re@fa@ze@r ta@l qu@e@
Chegar;Re@su@lta@r de@ntro@ de@
Jogar;La@rga@r, ta@l qu@e@,
Caber;Su@po@rta@r e@nqu@a@nto@
Ficar;Pe@rma@ne@ce@r di@a@nte@ de@
Receber;Aco@lhe@r a@ssi@m,
Pensar;Re@fle@ti@r de@ a@co@rdo@ co@m
Abrir;Esca@nca@ra@r de@vo@ta@me@nte@
Chamar;Impo@r a@te@nção@ de@
Manter;Su@po@rta@r, me@smo@ di@a@nte@ de@
Crer;Acre@di@ta@r
Expor;Co@lo@ca@r e@m xe@qu@e@
Encontrar;Su@btra@i@r o@ e@nco@ntro@ de@
Viver;So@bre@vi@ve@r, ne@ste@ la@pso@
Conseguir;Ve@nce@r de@ ta@l fo@rma@ qu@e@
Aprender;De@se@nvo@lve@r a@pre@ndi@za@do@
Lembrar;Re@le@mbra@r qu@e@
Comecar;Da@r-se@ i@ni@ci@o@ a@
Perder;Atri@bu@i@r pe@rda@ a@ 
Conhecer;Da@r-se@ a@ co@nhe@ce@r
Intervir;Re@a@li@za@r i@nte@rve@nção@ a@
Dividir;Equ@a@ci@o@na@r de@ ta@l fo@rma@
Usar;Uti@li@za@r no@ se@nti@do@ de@
Trabalhar;De@se@nro@la@r a@ti@vi@da@de@ de@
Subir;Evo@lu@i@r no@ se@nti@do@ de@ 
Levar;Co@ndu@zi@r a@
Dever;Obri@ga@ção@ de@
Dirigir;Co@ndu@zi@r ne@ssa@ fo@rma@
